seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean ocean seaIce ocean ocean ocean ocean ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean ocean ocean ocean seaIce seaIce seaIce ocean seaIce ocean ocean seaIce seaIce seaIce ocean seaIce ocean seaIce seaIce ocean seaIce ocean seaIce ocean seaIce seaIce ocean seaIce ocean seaIce seaIce ocean ocean seaIce seaIce seaIce ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean seaIce seaIce seaIce seaIce ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce ocean seaIce ocean ocean ocean seaIce seaIce seaIce seaIce seaIce seaIce ocean seaIce seaIce ocean ocean seaIce seaIce ocean seaIce seaIce ocean ocean ocean ocean ocean seaIce ocean ocean seaIce seaIce seaIce ocean ocean seaIce seaIce ocean ocean ocean ocean seaIce ocean seaIce seaIce ocean seaIce seaIce ocean seaIce seaIce ocean seaIce ocean ocean seaIce seaIce ocean ocean seaIce ocean seaIce seaIce ocean seaIce seaIce seaIce seaIce ocean ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce ocean ocean seaIce ocean ocean ocean ocean seaIce seaIce ocean seaIce ocean seaIce seaIce seaIce seaIce seaIce seaIce seaIce 
ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast ocean ocean ocean ocean ocean coast grassland grassland grassland grassland coast coast ocean ocean coast grassland grassland coast coast coast coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland trees hills hills grassland grassland grassland trees forest trees trees trees forest trees trees trees grassland grassland grassland hills forest trees trees grassland grassland grassland trees trees trees forest trees forest trees grassland grassland grassland grassland hills forest hills forest trees grassland trees grassland trees trees trees forest trees forest forest trees forest forest trees grassland trees trees grassland trees trees grassland trees trees trees trees trees forest forest trees trees forest trees grassland grassland grassland grassland trees trees grassland grassland trees grassland hills forest trees trees trees grassland grassland trees trees trees forest trees forest trees trees trees forest hills grassland grassland trees forest trees forest forest trees forest forest forest trees trees grassland trees trees forest trees trees forest trees forest trees trees forest trees hills grassland hills forest forest forest hills grassland grassland trees grassland coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean coast ocean ocean ocean coast grassland coast coast ocean ocean coast grassland grassland grassland grassland coast ocean ocean ocean ocean ocean coast grassland grassland grassland grassland grassland coast coast coast ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean coast coast grassland grassland trees forest trees trees grassland grassland grassland trees forest trees forest trees trees trees forest forest trees trees trees grassland trees grassland trees trees trees grassland trees trees forest forest forest forest forest hills grassland grassland hills grassland trees forest forest forest trees grassland grassland trees trees trees forest trees trees trees trees trees trees grassland grassland trees forest trees trees grassland grassland grassland grassland grassland grassland grassland trees forest forest trees trees trees trees trees grassland grassland grassland grassland grassland trees trees trees grassland trees trees trees forest trees grassland grassland grassland trees trees trees trees grassland trees forest forest forest hills trees forest trees forest forest trees trees forest trees trees forest trees trees trees forest trees forest forest forest trees forest trees forest forest forest forest trees hills forest trees trees hills grassland grassland grassland grassland coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean coast grassland coast ocean coast grassland grassland grassland grassland coast ocean ocean coast coast grassland coast ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland grassland coast grassland grassland coast coast ocean ocean ocean ocean coast ocean ocean ocean ocean ocean ocean ocean coast grassland coast grassland grassland hills forest trees trees grassland grassland grassland trees forest trees forest forest hills grassland trees trees trees forest forest hills grassland grassland trees forest trees trees grassland grassland trees trees trees trees trees forest trees trees grassland grassland trees trees forest forest trees grassland grassland grassland trees forest trees trees trees forest trees grassland trees grassland grassland trees trees forest trees grassland grassland grassland grassland trees trees hills forest trees trees forest trees forest trees trees grassland grassland trees trees trees trees forest forest hills trees trees trees forest trees grassland grassland trees trees trees forest trees trees forest trees trees trees grassland grassland trees trees forest trees trees trees forest trees trees trees grassland grassland trees trees forest forest deepWood forest trees trees grassland trees trees trees hills grassland trees trees grassland grassland hills grassland grassland trees grassland grassland coast ocean ocean 

ocean ocean ocean ocean ocean ocean coast grassland grassland grassland coast grassland grassland grassland coast grassland coast ocean ocean ocean coast grassland coast ocean ocean ocean ocean ocean ocean ocean ocean coast coast grassland grassland grassland grassland grassland grassland grassland coast coast ocean coast grassland coast ocean ocean coast coast ocean ocean coast grassland grassland grassland grassland grassland trees grassland trees grassland grassland grassland grassland hills grassland trees trees hills grassland trees grassland trees trees trees grassland hills grassland trees forest hills grassland hills grassland grassland trees forest forest forest hills forest forest trees grassland grassland grassland trees forest forest trees grassland trees trees trees grassland hills trees forest trees grassland grassland grassland grassland grassland trees forest trees trees grassland grassland trees trees grassland hills trees grassland trees trees forest forest trees forest hills trees trees forest forest trees forest trees trees forest trees forest trees grassland grassland grassland grassland trees trees trees trees trees forest forest hills trees grassland grassland trees trees forest hills grassland grassland trees trees trees grassland trees grassland grassland trees forest forest forest trees grassland trees trees forest forest forest hills hills forest trees trees trees hills hills grassland grassland grassland coast ocean ocean ocean 

ocean ocean ocean ocean ocean ocean coast coast grassland trees grassland grassland grassland coast ocean coast ocean ocean ocean coast grassland grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean coast coast grassland grassland grassland grassland grassland grassland coast grassland coast coast grassland coast coast coast grassland grassland coast ocean coast grassland coast grassland trees grassland trees grassland trees grassland grassland grassland grassland grassland grassland trees forest hills grassland grassland grassland grassland trees trees trees grassland hills forest forest forest hills forest trees grassland trees forest hills forest hills forest forest hills grassland grassland grassland trees forest trees grassland grassland trees trees trees trees forest trees forest forest trees grassland grassland grassland grassland grassland trees trees grassland grassland grassland trees grassland grassland hills grassland hills forest forest deepWood forest forest trees grassland grassland trees trees trees trees trees trees forest forest forest forest forest trees grassland grassland grassland grassland trees trees forest forest forest trees grassland grassland grassland trees grassland grassland hills hills grassland trees forest trees forest trees trees grassland trees trees forest trees forest trees grassland grassland grassland trees forest trees trees trees trees forest trees trees trees grassland grassland coast coast ocean ocean ocean ocean 

ocean ocean ocean ocean ocean coast grassland grassland trees grassland grassland grassland grassland coast ocean ocean ocean ocean ocean coast grassland coast ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland grassland grassland grassland grassland grassland grassland grassland coast grassland grassland grassland grassland grassland grassland trees grassland coast ocean coast ocean coast grassland grassland trees grassland grassland grassland hills trees trees grassland grassland grassland trees grassland trees grassland hills hills forest trees grassland grassland grassland trees trees trees forest forest trees trees forest forest trees forest forest trees trees grassland hills hills grassland grassland trees trees trees trees grassland grassland trees trees forest trees forest trees trees trees trees grassland trees hills grassland grassland grassland hills grassland grassland trees trees forest trees grassland hills trees forest trees forest hills trees grassland grassland grassland grassland grassland grassland grassland trees forest forest trees trees grassland trees trees grassland grassland trees grassland trees forest trees hills hills grassland grassland grassland grassland trees grassland hills trees grassland trees trees forest trees trees grassland hills grassland trees trees forest trees grassland grassland trees grassland hills grassland trees forest trees trees forest trees trees grassland grassland grassland coast ocean ocean ocean ocean 

ocean ocean ocean ocean coast grassland grassland grassland grassland grassland grassland grassland coast ocean ocean ocean ocean ocean ocean ocean coast ocean ocean ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland grassland grassland grassland trees grassland grassland trees grassland coast coast grassland grassland hills grassland grassland grassland coast ocean ocean ocean coast grassland grassland trees forest trees trees trees forest trees trees trees grassland grassland trees trees trees trees forest trees forest trees trees grassland grassland trees trees trees forest forest trees trees forest forest forest trees trees trees forest trees forest trees grassland trees forest forest hills grassland grassland trees forest forest trees grassland hills grassland grassland grassland trees grassland grassland hills trees trees trees forest hills grassland grassland trees forest trees grassland hills grassland hills grassland hills grassland grassland grassland trees trees trees trees trees trees trees forest trees trees forest hills trees grassland grassland trees grassland trees forest forest trees trees forest trees grassland trees trees forest hills grassland grassland grassland grassland grassland hills trees grassland grassland hills trees forest trees trees trees trees trees trees trees grassland trees trees trees trees forest forest forest forest trees trees grassland coast ocean ocean ocean ocean 
